time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-01T08:34:47.319Z,37.3914,141.8797,44.68,4.6,mb,,135,1.783,1.05,us,us6000ddlg,2021-02-02T03:56:34.735Z,"78 km E of Namie, Japan",earthquake,8.3,8.1,0.1,30,reviewed,us,us
2021-02-01T06:34:10.740Z,38.8913,26.0856,10,4.4,mb,,63,0.663,0.81,us,us6000ddku,2021-02-06T10:54:48.040Z,"22 km SSW of Polichnítos, Greece",earthquake,4.4,1.9,0.169,10,reviewed,us,us
2021-02-01T06:00:05.068Z,38.89,26.0215,10,4.8,mb,,32,0.712,0.58,us,us6000ddkp,2021-02-01T14:16:37.647Z,"25 km SSW of Polichnítos, Greece",earthquake,2.8,1.9,0.074,57,reviewed,us,us
2021-02-01T05:46:53.021Z,38.9633,26.0739,10,4.8,mb,,34,0.656,0.81,us,us6000ddkk,2021-02-01T17:59:06.346Z,"15 km SW of Polichnítos, Greece",earthquake,4.8,1.9,0.135,17,reviewed,us,us
2021-02-01T05:43:02.429Z,28.2052,56.6766,10,4.3,mb,,131,3.274,0.72,us,us6000ddkl,2021-02-01T06:24:35.040Z,"119 km S of Kūh Sefīd, Iran",earthquake,9.6,1.8,0.126,18,reviewed,us,us
2021-02-01T05:31:49.501Z,4.1669,126.6027,52.26,4.5,mb,,117,3.058,0.5,us,us6000ddkj,2021-02-01T05:55:05.040Z,"186 km SE of Sarangani, Philippines",earthquake,4.1,8.2,0.131,17,reviewed,us,us
2021-02-01T05:20:05.048Z,-59.1473,-26.0908,119.68,5,mb,,86,7.511,0.79,us,us6000ddkg,2021-02-01T05:37:46.040Z,"South Sandwich Islands region",earthquake,10.1,5.7,0.067,70,reviewed,us,us
2021-02-01T05:03:24.109Z,38.9901,26.0518,10,4.1,mb,,37,0.669,0.81,us,us6000ddkb,2021-02-06T07:24:34.040Z,"15 km SW of Polichnítos, Greece",earthquake,4.4,1.8,0.165,10,reviewed,us,us
2021-02-01T04:52:38.317Z,32.946,-100.9149,5,2.7,mb_lg,,37,0.03,0.76,us,us6000ddka,2021-02-03T03:43:39.531Z,"25 km N of Snyder, Texas",earthquake,1.1,1.7,0.068,60,reviewed,us,us
2021-02-01T04:18:48.290Z,32.7506667,-115.8283333,11.28,3.53,ml,61,79,0.1298,0.27,ci,ci39537399,2021-02-03T04:25:28.322Z,"16km E of Ocotillo, CA",earthquake,0.26,0.5,0.14,124,reviewed,ci,ci
2021-02-01T03:56:16.857Z,-29.7105,-71.3024,37.9,4.2,mb,,160,0.214,0.78,us,us6000ddjx,2021-02-01T04:34:49.640Z,"22 km NNW of La Serena, Chile",earthquake,4.1,10.7,0.215,6,reviewed,us,us
2021-02-01T02:45:20.705Z,32.0979,-102.0928,5,2.6,mb_lg,,36,0.167,0.36,us,us6000ddjn,2021-02-03T03:46:47.651Z,"11 km N of Midland, Texas",earthquake,1,1.8,0.088,37,reviewed,us,us
2021-02-01T01:59:25.740Z,19.0436,-65.391,25,3.54,md,17,299,0.96,0.28,pr,pr2021032002,2021-02-03T03:45:07.040Z,"81 km NNE of Luquillo, Puerto Rico",earthquake,1.35,20.94,0.08,15,reviewed,pr,pr
2021-02-01T01:55:50.573Z,67.0994,-150.4032,11.6,2.5,ml,,,,0.79,ak,ak0211gy4fel,2021-02-01T02:09:12.092Z,"19 km SSW of Coldfoot, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-02-01T00:58:55.281Z,31.6708,-104.3857,4.57,3.1,ml,,58,0.098,0.34,us,us6000ddj9,2021-02-01T01:19:02.040Z,"55 km S of Whites City, New Mexico",earthquake,1,2.6,0.039,86,reviewed,us,us
2021-02-01T00:51:02.890Z,18.743,-64.8835,22,3.36,md,11,327,0.9298,0.25,pr,pr2021032001,2021-02-01T01:39:26.590Z,"44 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.96,18.77,0.05,9,reviewed,pr,pr
2021-02-01T00:12:40.220Z,33.1683333,-115.6446667,5.49,2.59,ml,66,31,0.02369,0.23,ci,ci39537223,2021-02-05T20:49:16.397Z,"13km WNW of Calipatria, CA",earthquake,0.16,0.33,0.106,21,reviewed,ci,ci
2021-01-31T23:20:48.932Z,-31.7572,-68.9636,10,4.7,mwr,,39,0.318,0.88,us,us6000ddi8,2021-02-01T13:38:10.785Z,"31 km SW of Villa Basilio Nievas, Argentina",earthquake,2,1.7,0.038,68,reviewed,us,us
2021-01-31T23:08:17.066Z,-15.5915,-177.1702,416.14,4.1,mb,,60,1.572,1.3,us,us6000dev6,2021-02-06T02:32:14.040Z,"Fiji region",earthquake,14.1,8,0.165,10,reviewed,us,us
2021-01-31T22:23:17.250Z,19.207,-155.500666666667,35.27,2.68,md,51,116,,0.1,hv,hv72336852,2021-02-01T00:31:23.094Z,"Island of Hawaii, Hawaii",earthquake,0.57,0.66,0.0897552892692697,22,reviewed,hv,hv
2021-01-31T22:06:01.148Z,28.1914,57.2543,10,4.9,mb,,71,3.366,0.53,us,us6000ddhs,2021-01-31T23:41:57.040Z,"118 km N of Mīnāb, Iran",earthquake,8.7,1.9,0.063,78,reviewed,us,us
2021-01-31T21:34:54.690Z,18.9996,-65.4121,46,3.55,md,11,305,0.9132,0.31,pr,pr2021031019,2021-01-31T22:04:49.040Z,"76 km NNE of Luquillo, Puerto Rico",earthquake,3.33,10.51,0.06,8,reviewed,pr,pr
2021-01-31T21:26:30.180Z,19.025,-65.4221,30,3.27,md,9,305,0.9368,0.37,pr,pr2021031018,2021-01-31T21:52:15.880Z,"78 km NNE of Luquillo, Puerto Rico",earthquake,2.93,22.94,0.04,7,reviewed,pr,pr
2021-01-31T21:14:31.020Z,19.0436,-65.359,28,3.48,md,14,309,0.9659,0.37,pr,pr2021031020,2021-01-31T23:43:41.040Z,"82 km N of Culebra, Puerto Rico",earthquake,2.54,23.29,0.07,12,reviewed,pr,pr
2021-01-31T20:58:00.597Z,5.5716,126.6745,61.97,4.2,mb,,196,1.844,1.25,us,us6000dev3,2021-02-06T20:50:00.040Z,"103 km SSE of Pondaguitan, Philippines",earthquake,7.8,11.5,0.265,4,reviewed,us,us
2021-01-31T20:54:42.248Z,5.8436,126.5404,75.53,4.2,mb,,196,5.105,0.58,us,us6000dev2,2021-02-06T20:47:28.040Z,"69 km SE of Pondaguitan, Philippines",earthquake,14.2,11.9,0.199,7,reviewed,us,us
2021-01-31T20:50:37.780Z,18.998,-65.4401,24,3.24,md,11,304,0.9078,0.3,pr,pr2021031017,2021-01-31T21:19:53.840Z,"75 km NNE of Luquillo, Puerto Rico",earthquake,1.82,22.91,0.08,8,reviewed,pr,pr
2021-01-31T20:42:01.060Z,33.171,-115.649,5.12,2.57,ml,71,30,0.02525,0.23,ci,ci39537047,2021-02-02T19:57:13.700Z,"14km WNW of Calipatria, CA",earthquake,0.15,0.32,0.131,26,reviewed,ci,ci
2021-01-31T20:19:19.140Z,19.0061,-65.4341,37,3.21,md,5,305,0.9165,0.34,pr,pr2021031016,2021-01-31T21:19:30.820Z,"76 km NNE of Luquillo, Puerto Rico",earthquake,4.86,21.97,0.06,3,reviewed,pr,pr
2021-01-31T20:04:24.293Z,24.9535,94.4554,53.75,4.1,mb,,107,0.734,1.19,us,us6000ddgp,2021-01-31T20:32:49.040Z,"51 km NE of Yairipok, India",earthquake,8.4,11.2,0.198,7,reviewed,us,us
2021-01-31T20:02:18.192Z,44.4169,-115.3202,10,2.6,ml,,87,0.326,0.46,us,us6000ddgn,2021-02-02T17:09:05.330Z,"37 km NW of Stanley, Idaho",earthquake,3.6,2,0.091,16,reviewed,us,us
2021-01-31T19:58:35.348Z,3.9662,126.5332,36.06,4.7,mb,,119,3.28,0.69,us,us6000deuy,2021-02-06T20:42:01.040Z,"198 km SE of Sarangani, Philippines",earthquake,11.6,6.6,0.152,13,reviewed,us,us
2021-01-31T19:52:34.262Z,44.4617,-115.1551,10,2.7,ml,,80,0.286,0.96,us,us6000ddgm,2021-02-01T15:35:58.320Z,"32 km NNW of Stanley, Idaho",earthquake,2.5,1.8,0.081,20,reviewed,us,us
2021-01-31T19:05:14.669Z,2.6669,-59.6065,7.22,5.6,mww,,25,0.954,0.61,us,us6000ddge,2021-02-01T22:43:21.040Z,"82 km SSE of Lethem, Guyana",earthquake,7,4,0.048,42,reviewed,us,us
2021-01-31T18:57:44.770Z,44.4698333,-115.2143333,9.48,2.61,ml,11,82,0.315,0.25,mb,mb80485749,2021-02-01T15:56:03.720Z,"35 km NW of Stanley, Idaho",earthquake,0.71,1.12,0.231,15,reviewed,mb,mb
2021-01-31T18:51:09.750Z,19.0075,-65.4261,51,3.57,md,13,305,0.919,0.48,pr,pr2021031014,2021-01-31T20:40:26.040Z,"76 km NNE of Luquillo, Puerto Rico",earthquake,4.61,11.69,0.06,9,reviewed,pr,pr
2021-01-31T18:19:16.480Z,18.979,-65.4648,46,3.44,md,13,303,0.8861,0.34,pr,pr2021031012,2021-01-31T20:37:20.040Z,"72 km NNE of Luquillo, Puerto Rico",earthquake,3.53,9.41,0.05,9,reviewed,pr,pr
2021-01-31T18:09:43.390Z,19.0581,-65.3911,25,3.41,md,11,308,0.9743,0.34,pr,pr2021031011,2021-01-31T18:34:04.040Z,"83 km NNE of Luquillo, Puerto Rico",earthquake,1.78,26.15,0.09,7,reviewed,pr,pr
2021-01-31T17:59:08.440Z,19.0903,-65.3938,24,3.46,md,14,299,1.0056,0.38,pr,pr2021031010,2021-01-31T18:37:07.040Z,"86 km NNE of Luquillo, Puerto Rico",earthquake,1.72,29.92,0.07,11,reviewed,pr,pr
2021-01-31T17:33:19.360Z,18.9663,-65.4251,66,3.04,md,3,313,0.8784,0.1,pr,pr2021031009,2021-01-31T17:57:23.479Z,"72 km NNE of Luquillo, Puerto Rico",earthquake,5.66,9.79,0,1,reviewed,pr,pr
2021-01-31T16:26:21.060Z,38.172,-117.9552,0,2.5,ml,10,107.04,0.038,0.24,nn,nn00799311,2021-01-31T16:41:08.040Z,"27 km SSE of Mina, Nevada",earthquake,,3.3,,,automatic,nn,nn
2021-01-31T16:04:33.395Z,28.1114,56.7093,10,4.9,mww,,72,3.185,0.76,us,us6000ddfd,2021-01-31T21:59:48.111Z,"110 km NNE of Bandar Abbas, Iran",earthquake,8.6,1.9,0.093,11,reviewed,us,us
2021-01-31T16:03:27.851Z,61.6006,-147.5864,19.2,2.7,ml,,,,0.85,ak,ak0211fj7e97,2021-01-31T17:25:02.571Z,"23 km S of Glacier View, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-01-31T15:51:49.270Z,22.1809,143.8612,128.97,4.9,mb,,102,5.125,0.65,us,us6000ddfb,2021-01-31T16:21:10.040Z,"Volcano Islands, Japan region",earthquake,9.8,6.8,0.036,240,reviewed,us,us
2021-01-31T15:14:16.130Z,17.9611,-66.7563,7,3.03,md,22,183,0.1237,0.15,pr,pr2021031007,2021-01-31T17:57:31.654Z,"5 km SW of Tallaboa, Puerto Rico",earthquake,0.5,0.24,0.16,17,reviewed,pr,pr
2021-01-31T14:41:04.925Z,-21.1629,-68.6966,131.71,4.3,mb,,87,0.747,0.35,us,us6000ddf1,2021-01-31T15:41:46.040Z,"145 km N of Calama, Chile",earthquake,6.9,6.3,0.237,5,reviewed,us,us
2021-01-31T14:31:57.040Z,17.9621,-67.0675,7,2.86,md,23,231,0.0244,0.12,pr,pr2021031006,2021-01-31T15:35:22.040Z,"2 km WSW of La Parguera, Puerto Rico",earthquake,0.6,0.16,0.33,18,reviewed,pr,pr
2021-01-31T13:41:21.820Z,17.901,-66.8975,15,2.5,md,12,234,0.1619,0.13,pr,pr2021031005,2021-01-31T14:00:51.413Z,"7 km S of Guánica, Puerto Rico",earthquake,0.56,0.8,0.07,9,reviewed,pr,pr
2021-01-31T12:13:10.519Z,-3.0178,118.9474,10,4.4,mb,,128,2.139,0.46,us,us6000ddeg,2021-01-31T13:33:05.768Z,"37 km S of Mamuju, Indonesia",earthquake,4.4,1.9,0.135,16,reviewed,us,us
2021-01-31T09:44:41.806Z,-5.4951,133.8417,10,5.1,mww,,55,3.011,0.99,us,us6000dddu,2021-01-31T10:02:41.040Z,"121 km E of Tual, Indonesia",earthquake,6.3,1.9,0.098,10,reviewed,us,us
2021-01-31T09:35:55.440Z,17.9433,-66.8071,14,2.57,md,21,190,0.0788,0.17,pr,pr2021031002,2021-01-31T10:09:48.123Z,"5 km SSE of Indios, Puerto Rico",earthquake,0.62,0.28,0.14,15,reviewed,pr,pr
2021-01-31T09:28:51.342Z,-5.6403,133.6777,10,4.9,mb,,106,3.055,0.76,us,us6000dddp,2021-01-31T09:57:49.624Z,"102 km E of Tual, Indonesia",earthquake,6.1,1.8,0.169,11,reviewed,us,us
2021-01-31T09:20:24.130Z,39.4115,-122.1296667,26.11,2.56,ml,31,45,0.1497,0.18,nc,nc73518845,2021-02-04T23:29:05.612Z,"14km SSE of Willows, CA",earthquake,0.38,0.89,0.196,22,reviewed,nc,nc
2021-01-31T08:42:12.430Z,18.2898,-67.2835,120,3.22,md,12,294,0.1566,0.36,pr,pr2021031001,2021-01-31T09:56:10.821Z,"5 km SW of Stella, Puerto Rico",earthquake,4.37,1.2,0.07,10,reviewed,pr,pr
2021-01-31T05:11:02.963Z,21.7656,145.4551,10,5,mb,,75,6.085,0.63,us,us6000ddct,2021-02-06T05:21:15.128Z,"Mariana Islands region",earthquake,8,1.6,0.042,179,reviewed,us,us
2021-01-31T03:59:26.683Z,-24.2289,-66.9403,168.65,5.1,mb,,29,2.852,0.9,us,us6000ddcd,2021-02-06T02:23:08.152Z,"63 km W of San Antonio de los Cobres, Argentina",earthquake,8.1,6.7,0.025,515,reviewed,us,us
2021-01-31T03:47:31.186Z,44.3183,-115.0502,10,2.5,ml,,59,0.124,0.55,us,us6000ddcb,2021-02-01T16:36:34.470Z,"14 km NW of Stanley, Idaho",earthquake,1.9,1.9,0.074,24,reviewed,us,us
